raw,Date,Time,Station
YIZ 7/Nov 12:00PM,07-Nov,12:00PM,YIZNPM
7:45AM YIX 6-Nov,06-Nov,7:45AM,AMYIXN
10:16PM 10/Nov YIY,10-Nov,10:16PM,PMNYIY
9/Nov 5:06PM YOZ,09-Nov,5:06PM,NPMYOZ
Y-O-Z 6-Nov 12:02PM,06-Nov,12:02PM,YOZNPM
8-Nov 8:08AM Y:I:W,08-Nov,8:08AM,NAMYIW
10:30AM 10/Nov YIZ,10-Nov,10:30AM,AMNYIZ
10/Nov 11:59AM Y/I/Z,10-Nov,11:59AM,NAMYIZ
Y/O/Z 1:01PM 8/Nov,08-Nov,1:01PM,YOZPMN
8/Nov YIY 7:15PM,08-Nov,7:15PM,NYIYPM
Y/I/Y 8-Nov 9:16AM,08-Nov,9:16AM,YIYNAM
Y:I:X 6:05PM 10/Nov,10-Nov,6:05PM,YIXPMN
7/Nov 5:20PM Y:O:Y,07-Nov,5:20PM,NPMYOY
Y-O-W 9:07PM 6-Nov,06-Nov,9:07PM,YOWPMN
YIH 6/Nov 8:14AM,06-Nov,8:14AM,YIHNAM
5:20PM 7-Nov Y-O-H,07-Nov,5:20PM,PMNYOH
Y-O-X 6/Nov 7:14AM,06-Nov,7:14AM,YOXNAM
11:47AM Y:I:Y 8-Nov,08-Nov,11:47AM,AMYIYN
10/Nov Y:I:Z 7:01AM,10-Nov,7:01AM,NYIZAM
7/Nov 2:06PM Y/O/Z,07-Nov,2:06PM,NPMYOZ
YIY 6-Nov 7:19AM,06-Nov,7:19AM,YIYNAM
11:12PM 6-Nov Y-O-X,06-Nov,11:12PM,PMNYOX
11:01AM 8/Nov Y:O:H,08-Nov,11:01AM,AMNYOH
10/Nov 8:25AM Y/I/Z,10-Nov,8:25AM,NAMYIZ
8:05PM 10-Nov YOW,10-Nov,8:05PM,PMNYOW
7/Nov 5:27PM YIW,07-Nov,5:27PM,NPMYIW
Y-O-Z 6/Nov 3:10PM,06-Nov,3:10PM,YOZNPM
9:15PM Y/I/Y 9/Nov,09-Nov,9:15PM,PMYIYN
YIH 9/Nov 9:34AM,09-Nov,9:34AM,YIHNAM
Y-O-Z 10/Nov 6:35PM,10-Nov,6:35PM,YOZNPM
7:02PM Y:O:Y 6/Nov,06-Nov,7:02PM,PMYOYN
9-Nov 5:40PM Y-O-H,09-Nov,5:40PM,NPMYOH
YIW 6/Nov 11:28PM,06-Nov,11:28PM,YIWNPM
6:26PM 10-Nov Y-O-W,10-Nov,6:26PM,PMNYOW
10:16PM 8/Nov YIY,08-Nov,10:16PM,PMNYIY
10:15PM 10/Nov Y:O:X,10-Nov,10:15PM,PMNYOX
YIZ 10:02AM 6-Nov,06-Nov,10:02AM,YIZAMN
10-Nov Y:I:X 12:48PM,10-Nov,12:48PM,NYIXPM
YIH 8/Nov 5:39PM,08-Nov,5:39PM,YIHNPM
6-Nov 6:43PM YOH,06-Nov,6:43PM,NPMYOH
YOH 7/Nov 8:23AM,07-Nov,8:23AM,YOHNAM
8-Nov 6:28PM Y:O:W,08-Nov,6:28PM,NPMYOW
7-Nov Y/O/W 8:04PM,07-Nov,8:04PM,NYOWPM
1:09PM 7-Nov Y-O-X,07-Nov,1:09PM,PMNYOX
Y/I/W 9:28PM 6/Nov,06-Nov,9:28PM,YIWPMN
4:03PM YOH 10/Nov,10-Nov,4:03PM,PMYOHN
YIZ 10:59AM 10-Nov,10-Nov,10:59AM,YIZAMN
Y:O:H 9-Nov 10:30AM,09-Nov,10:30AM,YOHNAM
8-Nov Y/I/H 2:39PM,08-Nov,2:39PM,NYIHPM
10/Nov Y-I-H 3:08PM,10-Nov,3:08PM,NYIHPM
11:32PM Y-O-Z 6/Nov,06-Nov,11:32PM,PMYOZN
Y:O:Z 2:31PM 9/Nov,09-Nov,2:31PM,YOZPMN
6:02PM 8-Nov Y-O-H,08-Nov,6:02PM,PMNYOH
3:11PM Y:O:X 10/Nov,10-Nov,3:11PM,PMYOXN
9:31AM 6-Nov Y-O-H,06-Nov,9:31AM,AMNYOH
3:29PM 7-Nov Y/I/X,07-Nov,3:29PM,PMNYIX
3:36PM 6-Nov Y-O-Z,06-Nov,3:36PM,PMNYOZ
Y:I:W 9/Nov 5:38PM,09-Nov,5:38PM,YIWNPM
8:15PM YIY 6/Nov,06-Nov,8:15PM,PMYIYN
Y/O/W 7-Nov 9:06AM,07-Nov,9:06AM,YOWNAM
11:38AM 8/Nov Y/I/H,08-Nov,11:38AM,AMNYIH
Y:O:H 6/Nov 1:01PM,06-Nov,1:01PM,YOHNPM
8/Nov Y-O-H 4:33PM,08-Nov,4:33PM,NYOHPM
Y:O:H 8/Nov 1:02PM,08-Nov,1:02PM,YOHNPM
6/Nov Y-I-X 11:23PM,06-Nov,11:23PM,NYIXPM
10/Nov 6:37PM Y:I:Y,10-Nov,6:37PM,NPMYIY
YIY 6/Nov 2:45PM,06-Nov,2:45PM,YIYNPM
8/Nov YIX 7:24PM,08-Nov,7:24PM,NYIXPM
8/Nov Y-O-Y 5:45PM,08-Nov,5:45PM,NYOYPM
8:39AM Y:O:Y 9/Nov,09-Nov,8:39AM,AMYOYN
2:41PM YOX 6-Nov,06-Nov,2:41PM,PMYOXN
11:34AM 7/Nov Y:O:Z,07-Nov,11:34AM,AMNYOZ
Y/I/W 12:28PM 6-Nov,06-Nov,12:28PM,YIWPMN
7-Nov Y:O:X 5:11PM,07-Nov,5:11PM,NYOXPM
11:29PM 10/Nov Y-I-X,10-Nov,11:29PM,PMNYIX
Y:O:H 9/Nov 10:02AM,09-Nov,10:02AM,YOHNAM
YIX 8:25AM 10-Nov,10-Nov,8:25AM,YIXAMN
3:03PM 6/Nov YIH,06-Nov,3:03PM,PMNYIH
6/Nov 8:50AM Y-I-X,06-Nov,8:50AM,NAMYIX
YOZ 10/Nov 11:34AM,10-Nov,11:34AM,YOZNAM
Y:O:H 12:00PM 10-Nov,10-Nov,12:00PM,YOHPMN
Y/I/Z 3:34PM 10-Nov,10-Nov,3:34PM,YIZPMN
Y-I-H 10:37AM 10/Nov,10-Nov,10:37AM,YIHAMN
6:41PM 6-Nov Y-O-Y,06-Nov,6:41PM,PMNYOY
6/Nov Y:O:Z 6:39PM,06-Nov,6:39PM,NYOZPM
Y-O-X 7-Nov 8:36AM,07-Nov,8:36AM,YOXNAM
2:31PM YIZ 9-Nov,09-Nov,2:31PM,PMYIZN
9/Nov Y-O-Y 1:28PM,09-Nov,1:28PM,NYOYPM
2:11PM 7-Nov Y-O-X,07-Nov,2:11PM,PMNYOX
8:25PM 10/Nov Y:O:Y,10-Nov,8:25PM,PMNYOY
11:16PM 9/Nov Y/O/X,09-Nov,11:16PM,PMNYOX
YIZ 11:59AM 6/Nov,06-Nov,11:59AM,YIZAMN
Y-O-W 9:36AM 6-Nov,06-Nov,9:36AM,YOWAMN
6/Nov Y/O/X 6:52PM,06-Nov,6:52PM,NYOXPM
9:20AM 8/Nov Y/O/Y,08-Nov,9:20AM,AMNYOY
YIW 10/Nov 12:54PM,10-Nov,12:54PM,YIWNPM
8:18AM 6-Nov Y/I/Y,06-Nov,8:18AM,AMNYIY
10:04AM Y-O-Z 8-Nov,08-Nov,10:04AM,AMYOZN
Y/O/Y 7:00PM 10/Nov,10-Nov,7:00PM,YOYPMN
8/Nov YIX 12:00PM,08-Nov,12:00PM,NYIXPM
11:36PM Y/I/W 10-Nov,10-Nov,11:36PM,PMYIWN
Y/I/Y 10-Nov 8:14AM,10-Nov,8:14AM,YIYNAM
YIX 12:26PM 9/Nov,09-Nov,12:26PM,YIXPMN
5:22PM YOH 6/Nov,06-Nov,5:22PM,PMYOHN
YIH 2:32PM 7/Nov,07-Nov,2:32PM,YIHPMN
8:29PM 8/Nov Y-I-W,08-Nov,8:29PM,PMNYIW
Y/I/Y 7/Nov 10:17AM,07-Nov,10:17AM,YIYNAM
Y:O:H 8:03PM 9/Nov,09-Nov,8:03PM,YOHPMN
10:29AM 8/Nov Y-I-W,08-Nov,10:29AM,AMNYIW
Y/O/W 9-Nov 7:48AM,09-Nov,7:48AM,YOWNAM
1:49PM Y/I/X 6/Nov,06-Nov,1:49PM,PMYIXN
Y-O-W 9-Nov 7:05PM,09-Nov,7:05PM,YOWNPM
8/Nov 9:38AM Y/I/H,08-Nov,9:38AM,NAMYIH
8:14AM Y-I-H 10-Nov,10-Nov,8:14AM,AMYIHN
Y/I/Y 8/Nov 10:41AM,08-Nov,10:41AM,YIYNAM
7/Nov YIZ 1:00PM,07-Nov,1:00PM,NYIZPM
Y/O/W 8-Nov 6:05PM,08-Nov,6:05PM,YOWNPM
8/Nov Y/O/X 11:13AM,08-Nov,11:13AM,NYOXAM
10/Nov 8:55AM Y/I/Y,10-Nov,8:55AM,NAMYIY
11:23PM 10-Nov Y-O-Y,10-Nov,11:23PM,PMNYOY
Y:O:Z 6-Nov 2:05PM,06-Nov,2:05PM,YOZNPM
8:25AM 10/Nov Y/O/W,10-Nov,8:25AM,AMNYOW
YIX 7-Nov 6:49PM,07-Nov,6:49PM,YIXNPM
8-Nov YOX 7:52AM,08-Nov,7:52AM,NYOXAM
10/Nov 3:05PM Y-O-W,10-Nov,3:05PM,NPMYOW
7/Nov 9:18AM Y-I-Y,07-Nov,9:18AM,NAMYIY
10-Nov YIH 8:37AM,10-Nov,8:37AM,NYIHAM
7:32AM Y:O:Z 9-Nov,09-Nov,7:32AM,AMYOZN
10:55AM 10-Nov Y-I-W,10-Nov,10:55AM,AMNYIW
10/Nov 9:35AM Y/I/H,10-Nov,9:35AM,NAMYIH
YIW 7/Nov 7:42AM,07-Nov,7:42AM,YIWNAM
5:21PM Y:I:X 6-Nov,06-Nov,5:21PM,PMYIXN
Y:I:Y 4:42PM 10-Nov,10-Nov,4:42PM,YIYPMN
8/Nov 12:21PM YOY,08-Nov,12:21PM,NPMYOY
7:35AM 8/Nov Y/I/Y,08-Nov,7:35AM,AMNYIY
Y:O:W 9:38AM 10-Nov,10-Nov,9:38AM,YOWAMN
7/Nov 7:29AM YIY,07-Nov,7:29AM,NAMYIY
3:02PM 10-Nov YOH,10-Nov,3:02PM,PMNYOH
7/Nov 11:06AM YOW,07-Nov,11:06AM,NAMYOW
Y-I-H 3:06PM 9/Nov,09-Nov,3:06PM,YIHPMN
10/Nov YIZ 10:02AM,10-Nov,10:02AM,NYIZAM
7/Nov 3:17PM Y:I:Y,07-Nov,3:17PM,NPMYIY
8:16AM 9/Nov Y-I-H,09-Nov,8:16AM,AMNYIH
4:38PM Y/O/Z 9/Nov,09-Nov,4:38PM,PMYOZN
9/Nov YIY 3:43PM,09-Nov,3:43PM,NYIYPM
8/Nov 1:47PM YOY,08-Nov,1:47PM,NPMYOY
YOY 7:03PM 8-Nov,08-Nov,7:03PM,YOYPMN
7:44AM YOW 10/Nov,10-Nov,7:44AM,AMYOWN
YOH 7:41AM 7/Nov,07-Nov,7:41AM,YOHAMN
7-Nov 4:36PM Y/O/W,07-Nov,4:36PM,NPMYOW
YOZ 6-Nov 10:35PM,06-Nov,10:35PM,YOZNPM
9:45AM 9-Nov Y/O/X,09-Nov,9:45AM,AMNYOX
Y:O:Z 1:32PM 6/Nov,06-Nov,1:32PM,YOZPMN
8:02PM Y-O-H 8-Nov,08-Nov,8:02PM,PMYOHN
YOH 6-Nov 3:01PM,06-Nov,3:01PM,YOHNPM
Y-I-Z 8/Nov 6:23PM,08-Nov,6:23PM,YIZNPM
10/Nov Y:O:Y 7:22PM,10-Nov,7:22PM,NYOYPM
Y-I-X 4:26PM 8/Nov,08-Nov,4:26PM,YIXPMN
7:21PM 6/Nov Y:I:X,06-Nov,7:21PM,PMNYIX
6-Nov 7:01PM Y:O:H,06-Nov,7:01PM,NPMYOH
10/Nov 3:06PM YOZ,10-Nov,3:06PM,NPMYOZ
5:00PM Y/O/H 9/Nov,09-Nov,5:00PM,PMYOHN
Y:I:Y 1:11PM 9-Nov,09-Nov,1:11PM,YIYPMN
8/Nov Y:O:W 4:38PM,08-Nov,4:38PM,NYOWPM
Y-I-H 8/Nov 10:38PM,08-Nov,10:38PM,YIHNPM
6/Nov 9:46AM YIY,06-Nov,9:46AM,NAMYIY
6-Nov Y-I-Z 5:44PM,06-Nov,5:44PM,NYIZPM
9/Nov 9:31PM Y:O:Z,09-Nov,9:31PM,NPMYOZ
Y/I/Y 8-Nov 7:14AM,08-Nov,7:14AM,YIYNAM
YIH 10/Nov 12:38PM,10-Nov,12:38PM,YIHNPM
1:07PM Y-O-W 8/Nov,08-Nov,1:07PM,PMYOWN
11:03AM Y/I/H 8-Nov,08-Nov,11:03AM,AMYIHN
9:03PM 8/Nov YIZ,08-Nov,9:03PM,PMNYIZ
8-Nov Y/O/Y 6:20PM,08-Nov,6:20PM,NYOYPM
8:10PM 6/Nov Y:O:X,06-Nov,8:10PM,PMNYOX
9-Nov 5:10PM Y/O/X,09-Nov,5:10PM,NPMYOX
7-Nov 5:44PM YOW,07-Nov,5:44PM,NPMYOW
9-Nov 7:59AM Y/I/H,09-Nov,7:59AM,NAMYIH
7-Nov Y/O/X 7:16AM,07-Nov,7:16AM,NYOXAM
3:11PM Y:O:X 7/Nov,07-Nov,3:11PM,PMYOXN
2:00PM 8-Nov YIZ,08-Nov,2:00PM,PMNYIZ
8-Nov YOY 10:25AM,08-Nov,10:25AM,NYOYAM
6-Nov 7:47AM Y-O-W,06-Nov,7:47AM,NAMYOW
Y/O/W 9-Nov 4:37PM,09-Nov,4:37PM,YOWNPM
8/Nov 7:04PM Y-I-Z,08-Nov,7:04PM,NPMYIZ
Y/O/Z 2:27PM 10-Nov,10-Nov,2:27PM,YOZPMN
5:21PM Y:I:Y 9/Nov,09-Nov,5:21PM,PMYIYN
YIZ 6:25PM 6/Nov,06-Nov,6:25PM,YIZPMN
4:02PM 6-Nov Y/I/W,06-Nov,4:02PM,PMNYIW
11:53AM 7-Nov Y:I:X,07-Nov,11:53AM,AMNYIX
9/Nov Y/I/H 9:20AM,09-Nov,9:20AM,NYIHAM
7/Nov 11:01PM Y-O-H,07-Nov,11:01PM,NPMYOH
YOH 3:32PM 9-Nov,09-Nov,3:32PM,YOHPMN
7/Nov 2:43PM Y:I:Y,07-Nov,2:43PM,NPMYIY
Y-I-W 6/Nov 1:56PM,06-Nov,1:56PM,YIWNPM
1:53PM 9/Nov Y/I/X,09-Nov,1:53PM,PMNYIX
7:53AM 8/Nov Y:I:Y,08-Nov,7:53AM,AMNYIY
11:03AM 6/Nov Y/O/H,06-Nov,11:03AM,AMNYOH
12:03PM Y/O/H 7-Nov,07-Nov,12:03PM,PMYOHN
9/Nov 9:03PM YIZ,09-Nov,9:03PM,NPMYIZ
8/Nov Y:I:Y 11:19AM,08-Nov,11:19AM,NYIYAM
6/Nov Y/O/Z 12:32PM,06-Nov,12:32PM,NYOZPM
8:20AM 8-Nov Y/O/H,08-Nov,8:20AM,AMNYOH
Y:I:Y 1:15PM 10/Nov,10-Nov,1:15PM,YIYPMN
6:45PM 9-Nov Y/I/H,09-Nov,6:45PM,PMNYIH
YIY 9-Nov 8:15PM,09-Nov,8:15PM,YIYNPM
9:33PM YIX 7-Nov,07-Nov,9:33PM,PMYIXN
9-Nov Y-I-Z 6:59AM,09-Nov,6:59AM,NYIZAM
2:35PM YOW 10/Nov,10-Nov,2:35PM,PMYOWN
9/Nov 8:36AM Y:I:Y,09-Nov,8:36AM,NAMYIY
10-Nov Y/I/Z 5:01PM,10-Nov,5:01PM,NYIZPM
Y-I-Z 7:59PM 8/Nov,08-Nov,7:59PM,YIZPMN
8-Nov Y/O/Z 6:00PM,08-Nov,6:00PM,NYOZPM
Y:I:Y 10-Nov 3:50PM,10-Nov,3:50PM,YIYNPM
Y-I-H 7:46AM 7/Nov,07-Nov,7:46AM,YIHAMN
2:34PM Y/I/Z 10/Nov,10-Nov,2:34PM,PMYIZN
7-Nov Y/I/Z 7:02PM,07-Nov,7:02PM,NYIZPM
5:02PM Y:O:H 6-Nov,06-Nov,5:02PM,PMYOHN
5:59PM Y-O-Y 10/Nov,10-Nov,5:59PM,PMYOYN
9/Nov 11:04PM YIZ,09-Nov,11:04PM,NPMYIZ
7-Nov 6:33PM Y/O/X,07-Nov,6:33PM,NPMYOX
Y/I/Y 6:29PM 9/Nov,09-Nov,6:29PM,YIYPMN
9:04AM Y:O:W 6-Nov,06-Nov,9:04AM,AMYOWN
Y-I-X 6:06PM 9/Nov,09-Nov,6:06PM,YIXPMN
Y/I/Z 6-Nov 1:02PM,06-Nov,1:02PM,YIZNPM
9:06AM YIX 10-Nov,10-Nov,9:06AM,AMYIXN
8:14PM Y:O:X 10-Nov,10-Nov,8:14PM,PMYOXN
10-Nov Y:I:X 11:59AM,10-Nov,11:59AM,NYIXAM
Y:I:X 1:25PM 6-Nov,06-Nov,1:25PM,YIXPMN
11:35AM YIW 8/Nov,08-Nov,11:35AM,AMYIWN
7-Nov 1:37PM YIH,07-Nov,1:37PM,NPMYIH
10:05AM 7-Nov YIH,07-Nov,10:05AM,AMNYIH
3:18PM 9-Nov YOY,09-Nov,3:18PM,PMNYOY
2:30PM 6/Nov Y-O-Z,06-Nov,2:30PM,PMNYOZ
Y/I/H 6-Nov 7:03PM,06-Nov,7:03PM,YIHNPM
12:30PM 10/Nov Y-I-Z,10-Nov,12:30PM,PMNYIZ
3:46PM 7/Nov YOY,07-Nov,3:46PM,PMNYOY
11:31AM 6-Nov Y:I:H,06-Nov,11:31AM,AMNYIH
Y/O/Z 10/Nov 10:35AM,10-Nov,10:35AM,YOZNAM
12:30PM 8/Nov YOH,08-Nov,12:30PM,PMNYOH
7:06AM 8/Nov YOW,08-Nov,7:06AM,AMNYOW
Y/O/H 8-Nov 11:00PM,08-Nov,11:00PM,YOHNPM
Y/O/W 10/Nov 10:07PM,10-Nov,10:07PM,YOWNPM
7-Nov Y/O/W 10:07PM,07-Nov,10:07PM,NYOWPM
12:09PM 8-Nov Y:O:Z,08-Nov,12:09PM,PMNYOZ
Y/O/W 5:45PM 6/Nov,06-Nov,5:45PM,YOWPMN
Y/I/W 8-Nov 11:28PM,08-Nov,11:28PM,YIWNPM
4:07PM YOW 9-Nov,09-Nov,4:07PM,PMYOWN
7:08PM YOW 10-Nov,10-Nov,7:08PM,PMYOWN
9-Nov 12:05PM Y:O:W,09-Nov,12:05PM,NPMYOW
7-Nov YIX 2:22PM,07-Nov,2:22PM,NYIXPM
YIX 10-Nov 2:57PM,10-Nov,2:57PM,YIXNPM
6-Nov 10:01AM YOH,06-Nov,10:01AM,NAMYOH
7:56AM YIY 9-Nov,09-Nov,7:56AM,AMYIYN
YIW 8:32PM 7-Nov,07-Nov,8:32PM,YIWPMN
10:16AM 8-Nov Y/I/Y,08-Nov,10:16AM,AMNYIY
9/Nov 8:17PM Y/O/X,09-Nov,8:17PM,NPMYOX
9:42AM 9/Nov YIY,09-Nov,9:42AM,AMNYIY
7:27AM Y:I:X 6/Nov,06-Nov,7:27AM,AMYIXN
12:19PM 7-Nov Y:I:X,07-Nov,12:19PM,PMNYIX
10-Nov Y:O:W 11:07AM,10-Nov,11:07AM,NYOWAM
6-Nov 4:11PM Y-O-Z,06-Nov,4:11PM,NPMYOZ
1:03PM 7-Nov YIH,07-Nov,1:03PM,PMNYIH
Y-O-Z 8/Nov 7:36PM,08-Nov,7:36PM,YOZNPM
Y:O:H 6/Nov 6:20PM,06-Nov,6:20PM,YOHNPM
Y/I/X 8:45AM 10/Nov,10-Nov,8:45AM,YIXAMN
Y:O:Y 12:50PM 6/Nov,06-Nov,12:50PM,YOYPMN
YIZ 3:03PM 7-Nov,07-Nov,3:03PM,YIZPMN
YOZ 3:37PM 10-Nov,10-Nov,3:37PM,YOZPMN
Y-O-H 9/Nov 4:03PM,09-Nov,4:03PM,YOHNPM
8-Nov Y:I:H 7:34PM,08-Nov,7:34PM,NYIHPM
7:30PM 6-Nov Y:I:H,06-Nov,7:30PM,PMNYIH
Y/I/W 4:32PM 8-Nov,08-Nov,4:32PM,YIWPMN
YIH 6/Nov 2:38PM,06-Nov,2:38PM,YIHNPM
11:00PM 10/Nov Y-O-H,10-Nov,11:00PM,PMNYOH
6/Nov 4:16PM YIY,06-Nov,4:16PM,NPMYIY
9-Nov 8:55AM Y-O-Z,09-Nov,8:55AM,NAMYOZ
10-Nov 12:20PM Y/O/Y,10-Nov,12:20PM,NPMYOY
YOX 8-Nov 7:11PM,08-Nov,7:11PM,YOXNPM
Y:O:X 7-Nov 5:31PM,07-Nov,5:31PM,YOXNPM
10/Nov 2:01PM Y-I-Z,10-Nov,2:01PM,NPMYIZ
6-Nov 3:34PM YIW,06-Nov,3:34PM,NPMYIW
7:59AM 8/Nov YIZ,08-Nov,7:59AM,AMNYIZ
YIX 10-Nov 9:26AM,10-Nov,9:26AM,YIXNAM
YIZ 9-Nov 11:32AM,09-Nov,11:32AM,YIZNAM
5:06PM 6/Nov YOW,06-Nov,5:06PM,PMNYOW
Y:O:Y 12:52PM 7-Nov,07-Nov,12:52PM,YOYPMN
9-Nov 2:35PM YOW,09-Nov,2:35PM,NPMYOW
Y:I:X 7-Nov 11:01AM,07-Nov,11:01AM,YIXNAM
YOY 6:03PM 9/Nov,09-Nov,6:03PM,YOYPMN
Y/O/X 6:15PM 9/Nov,09-Nov,6:15PM,YOXPMN
12:08PM Y/I/H 6-Nov,06-Nov,12:08PM,PMYIHN
Y:I:X 10-Nov 6:49PM,10-Nov,6:49PM,YIXNPM
5:40PM 10/Nov YIZ,10-Nov,5:40PM,PMNYIZ
Y:O:Y 9/Nov 7:07PM,09-Nov,7:07PM,YOYNPM
12:31PM Y:O:Z 10/Nov,10-Nov,12:31PM,PMYOZN
7-Nov Y-O-Y 11:18AM,07-Nov,11:18AM,NYOYAM
9:28PM YIX 10/Nov,10-Nov,9:28PM,PMYIXN
YIX 8:25PM 10-Nov,10-Nov,8:25PM,YIXPMN
11:28AM 8/Nov Y/I/X,08-Nov,11:28AM,AMNYIX
YIZ 7-Nov 4:02PM,07-Nov,4:02PM,YIZNPM
8/Nov YIZ 8:24AM,08-Nov,8:24AM,NYIZAM
9/Nov Y-I-Z 9:59PM,09-Nov,9:59PM,NYIZPM
12:31PM 7/Nov YIH,07-Nov,12:31PM,PMNYIH
9-Nov YIX 9:52AM,09-Nov,9:52AM,NYIXAM
11:02PM YOH 6/Nov,06-Nov,11:02PM,PMYOHN
5:42PM 8-Nov Y/O/H,08-Nov,5:42PM,PMNYOH
Y-O-Y 9/Nov 11:22PM,09-Nov,11:22PM,YOYNPM
9/Nov Y-O-H 12:31PM,09-Nov,12:31PM,NYOHPM
2:35PM YIW 8-Nov,08-Nov,2:35PM,PMYIWN
10/Nov Y/I/H 7:58AM,10-Nov,7:58AM,NYIHAM
Y/O/Z 9/Nov 3:31PM,09-Nov,3:31PM,YOZNPM
10:59AM Y/I/H 10-Nov,10-Nov,10:59AM,AMYIHN
7:58AM Y:I:Y 6-Nov,06-Nov,7:58AM,AMYIYN
10/Nov Y/O/H 5:00PM,10-Nov,5:00PM,NYOHPM
8/Nov 9:14AM Y:I:W,08-Nov,9:14AM,NAMYIW
7/Nov 7:50AM Y/O/X,07-Nov,7:50AM,NAMYOX
Y-O-X 8/Nov 2:43PM,08-Nov,2:43PM,YOXNPM
Y:O:Z 9/Nov 2:57PM,09-Nov,2:57PM,YOZNPM
5:59PM 7-Nov YIY,07-Nov,5:59PM,PMNYIY
12:51PM YOY 10-Nov,10-Nov,12:51PM,PMYOYN
Y/I/X 9:53AM 6-Nov,06-Nov,9:53AM,YIXAMN
7/Nov 1:46PM YOX,07-Nov,1:46PM,NPMYOX
12:59PM 6-Nov Y-I-X,06-Nov,12:59PM,PMNYIX
6-Nov Y-O-W 12:07PM,06-Nov,12:07PM,NYOWPM
YOZ 2:00PM 8-Nov,08-Nov,2:00PM,YOZPMN
7-Nov Y:I:H 8:34AM,07-Nov,8:34AM,NYIHAM
6/Nov 9:37PM Y-O-Z,06-Nov,9:37PM,NPMYOZ
8/Nov Y:I:Z 12:34PM,08-Nov,12:34PM,NYIZPM
Y/O/W 1:33PM 9/Nov,09-Nov,1:33PM,YOWPMN
7:08AM 7-Nov Y:O:W,07-Nov,7:08AM,AMNYOW
1:13PM YOX 10/Nov,10-Nov,1:13PM,PMYOXN
8-Nov 7:42AM YIZ,08-Nov,7:42AM,NAMYIZ
Y:O:Z 10:07AM 10-Nov,10-Nov,10:07AM,YOZAMN
6:40PM 7-Nov Y:O:H,07-Nov,6:40PM,PMNYOH
6:43PM Y/O/H 8-Nov,08-Nov,6:43PM,PMYOHN
7-Nov 11:45AM YOX,07-Nov,11:45AM,NAMYOX
Y-O-Z 10:11AM 6-Nov,06-Nov,10:11AM,YOZAMN
Y-O-W 10-Nov 10:37AM,10-Nov,10:37AM,YOWNAM
12:36PM YOW 9-Nov,09-Nov,12:36PM,PMYOWN
8-Nov 11:03PM Y-O-W,08-Nov,11:03PM,NPMYOW
Y/O/X 9:12PM 8-Nov,08-Nov,9:12PM,YOXPMN
7:02PM Y/O/H 8-Nov,08-Nov,7:02PM,PMYOHN
10/Nov Y/I/Y 7:13PM,10-Nov,7:13PM,NYIYPM
YOZ 10/Nov 9:35AM,10-Nov,9:35AM,YOZNAM
6:59PM YIH 8-Nov,08-Nov,6:59PM,PMYIHN
10-Nov 4:20PM Y:I:X,10-Nov,4:20PM,NPMYIX
11:05AM YOW 9/Nov,09-Nov,11:05AM,AMYOWN
8/Nov 1:11PM Y:O:X,08-Nov,1:11PM,NPMYOX
Y-I-Z 6-Nov 3:34PM,06-Nov,3:34PM,YIZNPM
1:41PM YOX 6/Nov,06-Nov,1:41PM,PMYOXN
Y-O-Z 9:33AM 8-Nov,08-Nov,9:33AM,YOZAMN
Y:O:X 6:15PM 6-Nov,06-Nov,6:15PM,YOXPMN
11:19PM Y:I:Y 10-Nov,10-Nov,11:19PM,PMYIYN
6-Nov Y/I/W 10:34AM,06-Nov,10:34AM,NYIWAM
2:00PM Y/I/W 9/Nov,09-Nov,2:00PM,PMYIWN
YOH 6-Nov 12:02PM,06-Nov,12:02PM,YOHNPM
6-Nov 4:06PM YOW,06-Nov,4:06PM,NPMYOW
11:22AM Y/I/X 10/Nov,10-Nov,11:22AM,AMYIXN
7/Nov 1:00PM Y:O:H,07-Nov,1:00PM,NPMYOH
YIZ 11:04PM 10-Nov,10-Nov,11:04PM,YIZPMN
Y:O:W 7/Nov 5:04PM,07-Nov,5:04PM,YOWNPM
YIY 9-Nov 11:17PM,09-Nov,11:17PM,YIYNPM
YOZ 5:05PM 7/Nov,07-Nov,5:05PM,YOZPMN
Y/O/W 8-Nov 5:46PM,08-Nov,5:46PM,YOWNPM
8/Nov 1:49PM YIY,08-Nov,1:49PM,NPMYIY
9/Nov Y-I-H 9:36PM,09-Nov,9:36PM,NYIHPM
